Chromosome	start	end	SNPs
1	5875001	5876000	0
1	5874001	5875000	0
1	5873001	5874000	0
1	5872001	5873000	0
1	5871001	5872000	1
1	5870001	5871000	0
1	5869001	5870000	3
1	5868001	5869000	1
1	5867001	5868000	0
1	5866001	5867000	0
1	5865001	5866000	1
1	5864001	5865000	1
1	5863001	5864000	2
1	5862001	5863000	1
1	5861001	5862000	1
1	5860001	5861000	0
1	5859001	5860000	2
1	5858001	5859000	0
1	5857001	5858000	1
1	5856001	5857000	1
1	5855001	5856000	0
1	5854001	5855000	0
1	5853001	5854000	1
1	5852001	5853000	0
1	5851001	5852000	0
1	5850001	5851000	0
1	5849001	5850000	0
1	5848001	5849000	0
1	5847001	5848000	0
1	5846001	5847000	2
1	5845001	5846000	0
1	5844001	5845000	0
1	5843001	5844000	2
1	5842001	5843000	0
1	5841001	5842000	4
1	5840001	5841000	3
1	5839001	5840000	2
1	5838001	5839000	2
1	5837001	5838000	2
1	5836001	5837000	3
1	5835001	5836000	4
1	5834001	5835000	3
1	5833001	5834000	1
1	5832001	5833000	1
1	5831001	5832000	0
1	5830001	5831000	0
1	5829001	5830000	0
1	5828001	5829000	0
1	5827001	5828000	0
1	5826001	5827000	0
1	5825001	5826000	0
1	5824001	5825000	0
1	5823001	5824000	0
1	5822001	5823000	2
1	5821001	5822000	0
1	5820001	5821000	0
1	5819001	5820000	1
1	5818001	5819000	0
1	5817001	5818000	1
1	5816001	5817000	1
1	5815001	5816000	2
1	5814001	5815000	3
1	5813001	5814000	0
1	5812001	5813000	0
1	5811001	5812000	1
1	5810001	5811000	0
1	5809001	5810000	0
1	5808001	5809000	1
1	5807001	5808000	1
1	5806001	5807000	0
1	5805001	5806000	3
1	5804001	5805000	1
1	5803001	5804000	4
1	5802001	5803000	0
1	5801001	5802000	0
1	5800001	5801000	0
1	5799001	5800000	0
1	5798001	5799000	0
1	5797001	5798000	0
1	5796001	5797000	1
1	5795001	5796000	0
1	5794001	5795000	1
1	5793001	5794000	1
1	5792001	5793000	0
1	5791001	5792000	0
1	5790001	5791000	1
1	5789001	5790000	1
1	5788001	5789000	0
1	5787001	5788000	2
1	5786001	5787000	1
1	5785001	5786000	0
1	5784001	5785000	0
1	5783001	5784000	0
1	5782001	5783000	3
1	5781001	5782000	1
1	5780001	5781000	4
1	5779001	5780000	2
1	5778001	5779000	1
1	5777001	5778000	1
1	5776001	5777000	1
1	5775001	5776000	2
1	5774001	5775000	0
1	5773001	5774000	2
1	5772001	5773000	0
1	5771001	5772000	0
1	5770001	5771000	2
1	5769001	5770000	0
1	5768001	5769000	0
1	5767001	5768000	0
1	5766001	5767000	0
1	5765001	5766000	0
1	5764001	5765000	0
1	5763001	5764000	2
1	5762001	5763000	0
1	5761001	5762000	0
1	5760001	5761000	1
1	5759001	5760000	2
1	5758001	5759000	0
1	5757001	5758000	3
1	5756001	5757000	2
1	5755001	5756000	1
1	5754001	5755000	0
1	5753001	5754000	0
1	5752001	5753000	0
1	5751001	5752000	1
1	5750001	5751000	0
1	5749001	5750000	0
1	5748001	5749000	1
1	5747001	5748000	0
1	5746001	5747000	0
1	5745001	5746000	0
1	5744001	5745000	1
1	5743001	5744000	0
1	5742001	5743000	0
1	5741001	5742000	1
1	5740001	5741000	0
1	5739001	5740000	0
1	5738001	5739000	0
1	5737001	5738000	0
1	5736001	5737000	0
1	5735001	5736000	0
1	5734001	5735000	0
1	5733001	5734000	0
1	5732001	5733000	0
1	5731001	5732000	0
1	5730001	5731000	0
1	5729001	5730000	0
1	5728001	5729000	0
1	5727001	5728000	0
1	5726001	5727000	0
1	5725001	5726000	0
1	5724001	5725000	0
1	5723001	5724000	0
1	5722001	5723000	0
1	5721001	5722000	1
1	5720001	5721000	0
1	5719001	5720000	0
1	5718001	5719000	0
1	5717001	5718000	0
1	5716001	5717000	0
1	5715001	5716000	0
1	5714001	5715000	0
1	5713001	5714000	1
1	5712001	5713000	1
1	5711001	5712000	1
1	5710001	5711000	1
1	5709001	5710000	1
1	5708001	5709000	0
1	5707001	5708000	0
1	5706001	5707000	1
1	5705001	5706000	1
1	5704001	5705000	0
1	5703001	5704000	0
1	5702001	5703000	1
1	5701001	5702000	0
1	5700001	5701000	1
1	5699001	5700000	1
1	5698001	5699000	0
1	5697001	5698000	0
1	5696001	5697000	2
1	5695001	5696000	1
1	5694001	5695000	2
1	5693001	5694000	1
1	5692001	5693000	1
1	5691001	5692000	1
1	5690001	5691000	2
1	5689001	5690000	0
1	5688001	5689000	0
1	5687001	5688000	0
1	5686001	5687000	1
1	5685001	5686000	1
1	5684001	5685000	0
1	5683001	5684000	0
1	5682001	5683000	0
1	5681001	5682000	0
1	5680001	5681000	0
1	5679001	5680000	2
1	5678001	5679000	0
1	5677001	5678000	0
1	5676001	5677000	0
1	5675001	5676000	0
1	5674001	5675000	0
1	5673001	5674000	0
1	5672001	5673000	1
1	5671001	5672000	2
1	5670001	5671000	1
1	5669001	5670000	0
1	5668001	5669000	0
1	5667001	5668000	0
1	5666001	5667000	0
1	5665001	5666000	0
1	5664001	5665000	1
1	5663001	5664000	2
1	5662001	5663000	2
1	5661001	5662000	0
1	5660001	5661000	0
1	5659001	5660000	1
1	5658001	5659000	0
1	5657001	5658000	0
1	5656001	5657000	1
1	5655001	5656000	0
1	5654001	5655000	1
1	5653001	5654000	0
1	5652001	5653000	0
1	5651001	5652000	0
1	5650001	5651000	0
1	5649001	5650000	1
1	5648001	5649000	0
1	5647001	5648000	0
1	5646001	5647000	0
1	5645001	5646000	1
1	5644001	5645000	1
1	5643001	5644000	0
1	5642001	5643000	1
1	5641001	5642000	0
1	5640001	5641000	0
1	5639001	5640000	0
1	5638001	5639000	0
1	5637001	5638000	0
1	5636001	5637000	0
1	5635001	5636000	0
1	5634001	5635000	0
1	5633001	5634000	2
1	5632001	5633000	0
1	5631001	5632000	1
1	5630001	5631000	0
1	5629001	5630000	0
1	5628001	5629000	3
1	5627001	5628000	0
1	5626001	5627000	1
1	5625001	5626000	0
1	5624001	5625000	0
1	5623001	5624000	1
1	5622001	5623000	0
1	5621001	5622000	2
1	5620001	5621000	1
1	5619001	5620000	0
1	5618001	5619000	0
1	5617001	5618000	0
1	5616001	5617000	1
1	5615001	5616000	1
1	5614001	5615000	0
1	5613001	5614000	1
1	5612001	5613000	0
1	5611001	5612000	0
1	5610001	5611000	0
1	5609001	5610000	0
1	5608001	5609000	0
1	5607001	5608000	0
1	5606001	5607000	1
1	5605001	5606000	1
1	5604001	5605000	0
1	5603001	5604000	0
1	5602001	5603000	0
1	5601001	5602000	0
1	5600001	5601000	0
1	5599001	5600000	0
1	5598001	5599000	0
1	5597001	5598000	0
1	5596001	5597000	1
1	5595001	5596000	0
1	5594001	5595000	0
1	5593001	5594000	1
1	5592001	5593000	2
1	5591001	5592000	0
1	5590001	5591000	0
1	5589001	5590000	0
1	5588001	5589000	0
1	5587001	5588000	0
1	5586001	5587000	2
1	5585001	5586000	1
1	5584001	5585000	1
1	5583001	5584000	0
1	5582001	5583000	1
1	5581001	5582000	0
1	5580001	5581000	0
1	5579001	5580000	1
1	5578001	5579000	1
1	5577001	5578000	2
1	5576001	5577000	0
1	5575001	5576000	0
1	5574001	5575000	0
1	5573001	5574000	0
1	5572001	5573000	1
1	5571001	5572000	0
1	5570001	5571000	0
1	5569001	5570000	1
1	5568001	5569000	1
1	5567001	5568000	0
1	5566001	5567000	1
1	5565001	5566000	0
1	5564001	5565000	1
1	5563001	5564000	1
1	5562001	5563000	0
1	5561001	5562000	1
1	5560001	5561000	1
1	5559001	5560000	0
1	5558001	5559000	0
1	5557001	5558000	1
1	5556001	5557000	0
1	5555001	5556000	1
1	5554001	5555000	0
1	5553001	5554000	1
1	5552001	5553000	1
1	5551001	5552000	0
1	5550001	5551000	1
1	5549001	5550000	3
1	5548001	5549000	0
1	5547001	5548000	2
1	5546001	5547000	2
1	5545001	5546000	1
1	5544001	5545000	0
1	5543001	5544000	1
1	5542001	5543000	0
1	5541001	5542000	0
1	5540001	5541000	0
1	5539001	5540000	2
1	5538001	5539000	1
1	5537001	5538000	4
1	5536001	5537000	1
1	5535001	5536000	0
1	5534001	5535000	1
1	5533001	5534000	0
1	5532001	5533000	0
1	5531001	5532000	0
1	5530001	5531000	0
1	5529001	5530000	0
1	5528001	5529000	1
1	5527001	5528000	0
1	5526001	5527000	0
1	5525001	5526000	0
1	5524001	5525000	0
1	5523001	5524000	1
1	5522001	5523000	0
1	5521001	5522000	3
1	5520001	5521000	1
1	5519001	5520000	1
1	5518001	5519000	0
1	5517001	5518000	0
1	5516001	5517000	0
1	5515001	5516000	1
1	5514001	5515000	0
1	5513001	5514000	0
1	5512001	5513000	0
1	5511001	5512000	0
1	5510001	5511000	1
1	5509001	5510000	0
1	5508001	5509000	0
1	5507001	5508000	0
1	5506001	5507000	1
1	5505001	5506000	1
1	5504001	5505000	1
1	5503001	5504000	0
1	5502001	5503000	1
1	5501001	5502000	2
1	5500001	5501000	1
1	5499001	5500000	0
1	5498001	5499000	0
1	5497001	5498000	0
1	5496001	5497000	0
1	5495001	5496000	0
1	5494001	5495000	0
1	5493001	5494000	0
1	5492001	5493000	0
1	5491001	5492000	0
1	5490001	5491000	1
1	5489001	5490000	0
1	5488001	5489000	1
1	5487001	5488000	1
1	5486001	5487000	0
1	5485001	5486000	2
1	5484001	5485000	0
1	5483001	5484000	1
1	5482001	5483000	0
1	5481001	5482000	0
1	5480001	5481000	0
1	5479001	5480000	1
1	5478001	5479000	0
1	5477001	5478000	0
1	5476001	5477000	0
1	5475001	5476000	2
1	5474001	5475000	2
1	5473001	5474000	3
1	5472001	5473000	1
1	5471001	5472000	2
1	5470001	5471000	2
1	5469001	5470000	2
1	5468001	5469000	0
1	5467001	5468000	1
1	5466001	5467000	0
1	5465001	5466000	0
1	5464001	5465000	0
1	5463001	5464000	2
1	5462001	5463000	4
1	5461001	5462000	2
1	5460001	5461000	4
1	5459001	5460000	2
1	5458001	5459000	2
1	5457001	5458000	1
1	5456001	5457000	0
1	5455001	5456000	0
1	5454001	5455000	0
1	5453001	5454000	0
1	5452001	5453000	0
1	5451001	5452000	0
1	5450001	5451000	0
1	5449001	5450000	0
1	5448001	5449000	0
1	5447001	5448000	0
1	5446001	5447000	0
1	5445001	5446000	0
1	5444001	5445000	1
1	5443001	5444000	0
1	5442001	5443000	1
1	5441001	5442000	0
1	5440001	5441000	0
1	5439001	5440000	0
1	5438001	5439000	0
1	5437001	5438000	0
1	5436001	5437000	0
1	5435001	5436000	0
1	5434001	5435000	0
1	5433001	5434000	0
1	5432001	5433000	0
1	5431001	5432000	0
1	5430001	5431000	0
1	5429001	5430000	0
1	5428001	5429000	0
1	5427001	5428000	0
1	5426001	5427000	0
1	5425001	5426000	0
1	5424001	5425000	0
1	5423001	5424000	0
1	5422001	5423000	1
1	5421001	5422000	0
1	5420001	5421000	3
1	5419001	5420000	0
1	5418001	5419000	0
1	5417001	5418000	1
1	5416001	5417000	0
1	5415001	5416000	0
1	5414001	5415000	0
1	5413001	5414000	0
1	5412001	5413000	0
1	5411001	5412000	0
1	5410001	5411000	1
1	5409001	5410000	2
1	5408001	5409000	1
1	5407001	5408000	3
1	5406001	5407000	1
1	5405001	5406000	0
1	5404001	5405000	0
1	5403001	5404000	0
1	5402001	5403000	2
1	5401001	5402000	1
1	5400001	5401000	0
1	5399001	5400000	1
1	5398001	5399000	1
1	5397001	5398000	0
1	5396001	5397000	0
1	5395001	5396000	0
1	5394001	5395000	0
1	5393001	5394000	0
1	5392001	5393000	1
1	5391001	5392000	0
1	5390001	5391000	0
1	5389001	5390000	1
1	5388001	5389000	1
1	5387001	5388000	0
1	5386001	5387000	3
1	5385001	5386000	0
1	5384001	5385000	1
1	5383001	5384000	1
1	5382001	5383000	2
1	5381001	5382000	1
1	5380001	5381000	0
1	5379001	5380000	0
1	5378001	5379000	0
1	5377001	5378000	0
1	5376001	5377000	2
1	5375001	5376000	1
1	5374001	5375000	3
1	5373001	5374000	1
1	5372001	5373000	3
1	5371001	5372000	1
1	5370001	5371000	0
1	5369001	5370000	1
1	5368001	5369000	0
1	5367001	5368000	0
1	5366001	5367000	0
1	5365001	5366000	0
1	5364001	5365000	0
1	5363001	5364000	0
1	5362001	5363000	0
1	5361001	5362000	0
1	5360001	5361000	0
1	5359001	5360000	0
1	5358001	5359000	0
1	5357001	5358000	0
1	5356001	5357000	0
1	5355001	5356000	0
1	5354001	5355000	1
1	5353001	5354000	0
1	5352001	5353000	0
1	5351001	5352000	0
1	5350001	5351000	1
1	5349001	5350000	1
1	5348001	5349000	0
1	5347001	5348000	1
1	5346001	5347000	0
1	5345001	5346000	0
1	5344001	5345000	0
1	5343001	5344000	0
1	5342001	5343000	0
1	5341001	5342000	0
1	5340001	5341000	0
1	5339001	5340000	1
1	5338001	5339000	3
1	5337001	5338000	1
1	5336001	5337000	2
1	5335001	5336000	0
1	5334001	5335000	0
1	5333001	5334000	3
1	5332001	5333000	2
1	5331001	5332000	0
1	5330001	5331000	1
1	5329001	5330000	2
1	5328001	5329000	0
1	5327001	5328000	1
1	5326001	5327000	1
1	5325001	5326000	1
1	5324001	5325000	2
1	5323001	5324000	1
1	5322001	5323000	1
1	5321001	5322000	1
1	5320001	5321000	2
1	5319001	5320000	0
1	5318001	5319000	0
1	5317001	5318000	0
1	5316001	5317000	0
1	5315001	5316000	0
1	5314001	5315000	0
1	5313001	5314000	0
1	5312001	5313000	1
1	5311001	5312000	1
1	5310001	5311000	0
1	5309001	5310000	0
1	5308001	5309000	1
1	5307001	5308000	0
1	5306001	5307000	0
1	5305001	5306000	0
1	5304001	5305000	1
1	5303001	5304000	1
1	5302001	5303000	0
1	5301001	5302000	1
1	5300001	5301000	1
1	5299001	5300000	1
1	5298001	5299000	2
1	5297001	5298000	2
1	5296001	5297000	0
1	5295001	5296000	1
1	5294001	5295000	4
1	5293001	5294000	5
1	5292001	5293000	3
1	5291001	5292000	1
1	5290001	5291000	2
1	5289001	5290000	0
1	5288001	5289000	3
1	5287001	5288000	0
1	5286001	5287000	1
1	5285001	5286000	1
1	5284001	5285000	1
1	5283001	5284000	0
1	5282001	5283000	0
1	5281001	5282000	0
1	5280001	5281000	0
1	5279001	5280000	1
1	5278001	5279000	3
1	5277001	5278000	2
1	5276001	5277000	1
1	5275001	5276000	1
1	5274001	5275000	3
1	5273001	5274000	1
1	5272001	5273000	1
1	5271001	5272000	1
1	5270001	5271000	0
1	5269001	5270000	3
1	5268001	5269000	2
1	5267001	5268000	1
1	5266001	5267000	2
1	5265001	5266000	2
1	5264001	5265000	0
1	5263001	5264000	0
1	5262001	5263000	0
1	5261001	5262000	0
1	5260001	5261000	0
1	5259001	5260000	0
1	5258001	5259000	0
1	5257001	5258000	1
1	5256001	5257000	1
1	5255001	5256000	2
1	5254001	5255000	1
1	5253001	5254000	0
1	5252001	5253000	0
1	5251001	5252000	2
1	5250001	5251000	5
1	5249001	5250000	1
1	5248001	5249000	1
1	5247001	5248000	0
1	5246001	5247000	2
1	5245001	5246000	2
1	5244001	5245000	1
1	5243001	5244000	1
1	5242001	5243000	0
1	5241001	5242000	0
1	5240001	5241000	2
1	5239001	5240000	0
1	5238001	5239000	1
1	5237001	5238000	1
1	5236001	5237000	0
1	5235001	5236000	0
1	5234001	5235000	0
1	5233001	5234000	0
1	5232001	5233000	0
1	5231001	5232000	0
1	5230001	5231000	0
1	5229001	5230000	0
1	5228001	5229000	0
1	5227001	5228000	0
1	5226001	5227000	0
1	5225001	5226000	0
1	5224001	5225000	0
1	5223001	5224000	0
1	5222001	5223000	0
1	5221001	5222000	0
1	5220001	5221000	0
1	5219001	5220000	2
1	5218001	5219000	2
1	5217001	5218000	0
1	5216001	5217000	0
1	5215001	5216000	0
1	5214001	5215000	0
1	5213001	5214000	0
1	5212001	5213000	0
1	5211001	5212000	1
1	5210001	5211000	0
1	5209001	5210000	0
1	5208001	5209000	0
1	5207001	5208000	1
1	5206001	5207000	2
1	5205001	5206000	0
1	5204001	5205000	0
1	5203001	5204000	0
1	5202001	5203000	0
1	5201001	5202000	0
1	5200001	5201000	0
1	5199001	5200000	0
1	5198001	5199000	2
1	5197001	5198000	0
1	5196001	5197000	0
1	5195001	5196000	0
1	5194001	5195000	0
1	5193001	5194000	1
1	5192001	5193000	0
1	5191001	5192000	0
1	5190001	5191000	2
1	5189001	5190000	2
1	5188001	5189000	2
1	5187001	5188000	1
1	5186001	5187000	0
1	5185001	5186000	0
1	5184001	5185000	1
1	5183001	5184000	1
1	5182001	5183000	0
1	5181001	5182000	2
1	5180001	5181000	0
1	5179001	5180000	1
1	5178001	5179000	0
1	5177001	5178000	0
1	5176001	5177000	0
1	5175001	5176000	0
1	5174001	5175000	3
1	5173001	5174000	1
1	5172001	5173000	0
1	5171001	5172000	1
1	5170001	5171000	1
1	5169001	5170000	3
1	5168001	5169000	0
1	5167001	5168000	2
1	5166001	5167000	0
1	5165001	5166000	0
1	5164001	5165000	0
1	5163001	5164000	0
1	5162001	5163000	0
1	5161001	5162000	0
1	5160001	5161000	1
1	5159001	5160000	0
1	5158001	5159000	1
1	5157001	5158000	0
1	5156001	5157000	0
1	5155001	5156000	1
1	5154001	5155000	3
1	5153001	5154000	1
1	5152001	5153000	0
1	5151001	5152000	0
1	5150001	5151000	0
1	5149001	5150000	0
1	5148001	5149000	1
1	5147001	5148000	0
1	5146001	5147000	0
1	5145001	5146000	2
1	5144001	5145000	2
1	5143001	5144000	0
1	5142001	5143000	0
1	5141001	5142000	1
1	5140001	5141000	1
1	5139001	5140000	0
1	5138001	5139000	0
1	5137001	5138000	0
1	5136001	5137000	0
1	5135001	5136000	0
1	5134001	5135000	1
1	5133001	5134000	0
1	5132001	5133000	1
1	5131001	5132000	0
1	5130001	5131000	0
1	5129001	5130000	0
1	5128001	5129000	0
1	5127001	5128000	0
1	5126001	5127000	0
1	5125001	5126000	0
1	5124001	5125000	0
1	5123001	5124000	0
1	5122001	5123000	0
1	5121001	5122000	1
1	5120001	5121000	1
1	5119001	5120000	0
1	5118001	5119000	0
1	5117001	5118000	0
1	5116001	5117000	1
1	5115001	5116000	0
1	5114001	5115000	0
1	5113001	5114000	0
1	5112001	5113000	0
1	5111001	5112000	1
1	5110001	5111000	2
1	5109001	5110000	1
1	5108001	5109000	0
1	5107001	5108000	0
1	5106001	5107000	1
1	5105001	5106000	0
1	5104001	5105000	2
1	5103001	5104000	0
1	5102001	5103000	0
1	5101001	5102000	0
1	5100001	5101000	0
1	5099001	5100000	0
1	5098001	5099000	0
1	5097001	5098000	0
1	5096001	5097000	0
1	5095001	5096000	0
1	5094001	5095000	2
1	5093001	5094000	0
1	5092001	5093000	0
1	5091001	5092000	0
1	5090001	5091000	3
1	5089001	5090000	0
1	5088001	5089000	0
1	5087001	5088000	1
1	5086001	5087000	0
1	5085001	5086000	0
1	5084001	5085000	0
1	5083001	5084000	0
1	5082001	5083000	0
1	5081001	5082000	1
1	5080001	5081000	0
1	5079001	5080000	0
1	5078001	5079000	0
1	5077001	5078000	0
1	5076001	5077000	1
1	5075001	5076000	0
1	5074001	5075000	0
1	5073001	5074000	0
1	5072001	5073000	2
1	5071001	5072000	2
1	5070001	5071000	1
1	5069001	5070000	0
1	5068001	5069000	0
1	5067001	5068000	2
1	5066001	5067000	0
1	5065001	5066000	0
1	5064001	5065000	1
1	5063001	5064000	0
1	5062001	5063000	1
1	5061001	5062000	1
1	5060001	5061000	0
1	5059001	5060000	1
1	5058001	5059000	0
1	5057001	5058000	0
1	5056001	5057000	1
1	5055001	5056000	0
1	5054001	5055000	0
1	5053001	5054000	0
1	5052001	5053000	0
1	5051001	5052000	0
1	5050001	5051000	0
1	5049001	5050000	0
1	5048001	5049000	2
1	5047001	5048000	0
1	5046001	5047000	0
1	5045001	5046000	0
1	5044001	5045000	0
1	5043001	5044000	0
1	5042001	5043000	0
1	5041001	5042000	2
1	5040001	5041000	0
1	5039001	5040000	0
1	5038001	5039000	1
1	5037001	5038000	0
1	5036001	5037000	0
1	5035001	5036000	0
1	5034001	5035000	0
1	5033001	5034000	0
1	5032001	5033000	0
1	5031001	5032000	0
1	5030001	5031000	0
1	5029001	5030000	0
1	5028001	5029000	0
1	5027001	5028000	0
1	5026001	5027000	0
1	5025001	5026000	0
1	5024001	5025000	0
1	5023001	5024000	0
1	5022001	5023000	0
1	5021001	5022000	0
1	5020001	5021000	0
1	5019001	5020000	3
1	5018001	5019000	1
1	5017001	5018000	1
1	5016001	5017000	0
1	5015001	5016000	1
1	5014001	5015000	0
1	5013001	5014000	0
1	5012001	5013000	0
1	5011001	5012000	0
1	5010001	5011000	0
1	5009001	5010000	0
1	5008001	5009000	0
1	5007001	5008000	0
1	5006001	5007000	0
1	5005001	5006000	0
1	5004001	5005000	0
1	5003001	5004000	0
1	5002001	5003000	0
1	5001001	5002000	0
1	5000001	5001000	0
1	4999001	5000000	0
1	4998001	4999000	0
1	4997001	4998000	0
1	4996001	4997000	0
1	4995001	4996000	0
1	4994001	4995000	0
1	4993001	4994000	0
1	4992001	4993000	0
1	4991001	4992000	0
1	4990001	4991000	0
1	4989001	4990000	1
1	4988001	4989000	0
1	4987001	4988000	0
1	4986001	4987000	0
1	4985001	4986000	0
1	4984001	4985000	0
1	4983001	4984000	0
1	4982001	4983000	0
1	4981001	4982000	1
1	4980001	4981000	0
1	4979001	4980000	2
1	4978001	4979000	0
1	4977001	4978000	1
1	4976001	4977000	0
1	4975001	4976000	2
1	4974001	4975000	1
1	4973001	4974000	0
1	4972001	4973000	1
1	4971001	4972000	0
1	4970001	4971000	1
1	4969001	4970000	1
1	4968001	4969000	0
1	4967001	4968000	0
1	4966001	4967000	0
1	4965001	4966000	0
1	4964001	4965000	0
1	4963001	4964000	0
1	4962001	4963000	1
1	4961001	4962000	0
1	4960001	4961000	0
1	4959001	4960000	0
1	4958001	4959000	0
1	4957001	4958000	0
1	4956001	4957000	0
1	4955001	4956000	0
1	4954001	4955000	0
1	4953001	4954000	0
1	4952001	4953000	0
1	4951001	4952000	0
1	4950001	4951000	0
1	4949001	4950000	0
1	4948001	4949000	1
1	4947001	4948000	1
1	4946001	4947000	0
1	4945001	4946000	0
1	4944001	4945000	0
1	4943001	4944000	2
1	4942001	4943000	1
1	4941001	4942000	0
1	4940001	4941000	1
1	4939001	4940000	0
1	4938001	4939000	2
1	4937001	4938000	2
1	4936001	4937000	0
1	4935001	4936000	0
1	4934001	4935000	0
1	4933001	4934000	0
1	4932001	4933000	0
1	4931001	4932000	0
1	4930001	4931000	0
1	4929001	4930000	0
1	4928001	4929000	0
1	4927001	4928000	0
1	4926001	4927000	1
1	4925001	4926000	0
1	4924001	4925000	0
1	4923001	4924000	0
1	4922001	4923000	1
1	4921001	4922000	1
1	4920001	4921000	0
1	4919001	4920000	0
1	4918001	4919000	1
1	4917001	4918000	0
1	4916001	4917000	0
1	4915001	4916000	1
1	4914001	4915000	0
1	4913001	4914000	0
1	4912001	4913000	2
1	4911001	4912000	0
1	4910001	4911000	0
1	4909001	4910000	1
1	4908001	4909000	0
1	4907001	4908000	0
1	4906001	4907000	0
1	4905001	4906000	2
1	4904001	4905000	1
1	4903001	4904000	1
1	4902001	4903000	0
1	4901001	4902000	2
1	4900001	4901000	0
1	4899001	4900000	0
1	4898001	4899000	1
1	4897001	4898000	0
1	4896001	4897000	1
1	4895001	4896000	1
1	4894001	4895000	0
1	4893001	4894000	1
1	4892001	4893000	0
1	4891001	4892000	1
1	4890001	4891000	1
1	4889001	4890000	0
1	4888001	4889000	0
1	4887001	4888000	0
1	4886001	4887000	2
1	4885001	4886000	0
1	4884001	4885000	0
1	4883001	4884000	0
1	4882001	4883000	1
1	4881001	4882000	0
1	4880001	4881000	0
1	4879001	4880000	0
1	4878001	4879000	1
1	4877001	4878000	1
1	4876001	4877000	1
1	4875001	4876000	1
1	4874001	4875000	2
1	4873001	4874000	2
1	4872001	4873000	0
1	4871001	4872000	1
1	4870001	4871000	1
1	4869001	4870000	0
1	4868001	4869000	0
1	4867001	4868000	0
1	4866001	4867000	2
1	4865001	4866000	3
1	4864001	4865000	1
1	4863001	4864000	0
1	4862001	4863000	1
1	4861001	4862000	1
1	4860001	4861000	0
1	4859001	4860000	2
1	4858001	4859000	0
1	4857001	4858000	0
1	4856001	4857000	0
1	4855001	4856000	0
1	4854001	4855000	0
1	4853001	4854000	0
1	4852001	4853000	0
1	4851001	4852000	1
1	4850001	4851000	1
1	4849001	4850000	2
1	4848001	4849000	2
1	4847001	4848000	0
1	4846001	4847000	2
1	4845001	4846000	0
1	4844001	4845000	0
1	4843001	4844000	0
1	4842001	4843000	1
1	4841001	4842000	0
1	4840001	4841000	1
1	4839001	4840000	0
1	4838001	4839000	2
1	4837001	4838000	1
1	4836001	4837000	0
1	4835001	4836000	1
1	4834001	4835000	0
1	4833001	4834000	0
1	4832001	4833000	0
1	4831001	4832000	0
1	4830001	4831000	0
1	4829001	4830000	1
1	4828001	4829000	1
1	4827001	4828000	0
1	4826001	4827000	0
1	4825001	4826000	0
1	4824001	4825000	0
1	4823001	4824000	0
1	4822001	4823000	1
1	4821001	4822000	1
1	4820001	4821000	0
1	4819001	4820000	0
1	4818001	4819000	0
1	4817001	4818000	0
1	4816001	4817000	2
1	4815001	4816000	1
1	4814001	4815000	1
1	4813001	4814000	2
1	4812001	4813000	1
1	4811001	4812000	0
1	4810001	4811000	1
1	4809001	4810000	0
1	4808001	4809000	1
1	4807001	4808000	0
1	4806001	4807000	0
1	4805001	4806000	0
